"tilskuddsnummer";"tilskuddsmottakerOrganisasjonsnummer";"tilskuddsmottakerNavn";"kommunenummer";"kommune";"fylkesnummer";"fylke";"naeringskode1";"naeringskode2";"naeringskode3";"tilskuddsbelop";"tildelingsdato";"tilskuddsperiode";"sammenligningsperiode";"sumFasteUungaaeligeKostanderITilskuddsperioden";"omsetningITilskuddsperiode";"omsetningISammenligningsperiode";"justeringsfaktor";"uavhengigMedsignererOrganisasjonsnummer";"uavhengigMedsignererNavn"
"2021008942";"963151632";"OLEANA AS";"4601";"BERGEN";"4600";"Vestland";"14.390";"";"";"14654,36";"2021-03-02T00:00";"november-desember2020";"november-desember2019";"925886,00";"4115694,00";"6104929,00";"0.85";"988782041";"COLLEGIUM REVISJON AS"
"2021008940";"980028569";"HURTIGTRYKK ALTA AS";"5403";"ALTA";"5400";"Troms og Finnmark Romsa ja Finnmárku";"18.120";"";"";"38859,02";"2021-03-02T00:00";"september-oktober2020";"september-oktober2019";"170690,00";"1140991,00";"1690924,00";"0.70";"979994303";"REGNSKAPSERVICE ALTA AS"
"2021008939";"924577479";"ONANONG KEMI";"1106";"HAUGESUND";"1100";"Rogaland";"96.040";"";"";"25841,90";"2021-03-02T00:00";"september-oktober2020";"januar-februar2020";"36917,00";"0,00";"38180,00";"0.70";"919357347";"AT-H AS"
"2021008938";"992037377";"SKYTTERBRILLER.NO AS";"4203";"ARENDAL";"4200";"Agder";"47.919";"";"";"13269,78";"2021-03-02T00:00";"september-oktober2020";"september-oktober2019";"56703,00";"194742,00";"292545,00";"0.70";"921405685";"SKATT OG REGNSKAPSRÅDGIVNING AS"
"2021008937";"917031711";"SLÅTTLAND MEK INDUSTRI AS";"3016";"RAKKESTAD";"3000";"Viken";"25.110";"";"";"514744,30";"2021-03-02T00:00";"september-oktober2020";"september-oktober2019";"2127728,00";"21200346,00";"32396761,00";"0.70";"915879985";"TRAN REVISJON AS"
"2021008935";"917031711";"SLÅTTLAND MEK INDUSTRI AS";"3016";"RAKKESTAD";"3000";"Viken";"25.110";"";"";"677448,67";"2021-03-02T00:00";"november-desember2020";"november-desember2019";"2131281,00";"24141466,00";"38561733,00";"0.85";"915879985";"TRAN REVISJON AS"
"2021008934";"917321019";"MAGIC K2 AS";"4601";"BERGEN";"4600";"Vestland";"56.101";"";"";"214700,48";"2021-03-02T00:00";"november-desember2020";"november-desember2019";"268551,00";"148949,00";"2505946,00";"0.85";"987655887";"REVISOR-PARTNER AS"
"2021008932";"981040422";"SABIR KHALIL AHMED";"3025";"ASKER";"3000";"Viken";"49.320";"";"";"9929,70";"2021-03-02T00:00";"november-desember2020";"november-desember2019";"25101,00";"181091,00";"338741,00";"0.85";"951235539";"TAXIREGNSKAP AS"
"2021008931";"920811973";"CIC OPERATIONS HALLINGDAL AS";"3043";"ÅL";"3000";"Viken";"55.101";"";"";"131671,08";"2021-03-02T00:00";"november-desember2020";"november-desember2019";"328101,00";"731192,00";"1385181,00";"0.85";"925947210";"ACCOUNTOR HAMAR AS"
"2021008930";"920811973";"CIC OPERATIONS HALLINGDAL AS";"3043";"ÅL";"3000";"Viken";"55.101";"";"";"66064,82";"2021-03-02T00:00";"september-oktober2020";"september-oktober2019";"313208,00";"1631996,00";"2335854,00";"0.70";"925947210";"ACCOUNTOR HAMAR AS"
"2021008929";"912532488";"BRAVO CAFE OG CATERING AS";"3811";"FÆRDER";"3800";"Vestfold og Telemark";"56.101";"";"";"31381,49";"2021-03-02T00:00";"november-desember2020";"november-desember2019";"37711,44";"5812,52";"276753,76";"0.85";"990538913";"TØNSBERG ØKONOMISENTER AS"
"2021008928";"995687798";"CENTRUM TANNLEGEKONTOR AS";"3038";"HOLE";"3000";"Viken";"86.230";"";"";"58425,62";"2021-03-02T00:00";"november-desember2020";"november-desember2019";"185300,00";"643430,00";"1022851,00";"0.85";"979287356";"SPAREBANK 1 ØKONOMIHUSET AS"
"2021008927";"913393430";"LANGGATA BISTRO AS";"3802";"HOLMESTRAND";"3800";"Vestfold og Telemark";"56.101";"";"";"81348,75";"2021-03-03T00:00";"november-desember2020";"november-desember2019";"192170,00";"635409,00";"1265804,19";"0.85";"989110527";"HS REGNSKAP-INVEST AS"
"2021008926";"990274371";"VESTPROD AS";"4622";"KVAM";"4600";"Vestland";"90.020";"";"";"9234,96";"2021-03-02T00:00";"november-desember2020";"november-desember2019";"22418,00";"126191,00";"244860,00";"0.85";"986173943";"HARDANGER ØKONOMISERVICE AS"
"2021008925";"919018135";"HOTELLSPESIALISTEN AS";"3033";"ULLENSAKER";"3000";"Viken";"79.903";"";"";"18937,50";"2021-03-02T00:00";"november-desember2020";"november-desember2019";"23457,00";"28382,00";"565355,00";"0.85";"994956086";"TEAM REGNSKAP JESSHEIM AS"
"2021008924";"918063366";"BERG-HANSEN REISEBUREAU VESTFOLD AS";"3803";"TØNSBERG";"3800";"Vestfold og Telemark";"79.110";"";"";"194724,52";"2021-03-02T00:00";"september-oktober2020";"september-oktober2019";"338395,00";"526000,00";"2955900,00";"0.70";"982316588";"RSM NORGE AS"
"2021008923";"980810208";"TRUCKNOR KRISTIANSAND AS";"4204";"KRISTIANSAND";"4200";"Agder";"45.200";"45.191";"";"395326,21";"2021-03-02T00:00";"september-oktober2020";"september-oktober2019";"1012598,00";"25506721,00";"57671697,00";"0.70";"935174627";"KPMG AS"
"2021008922";"982213460";"ASKIM KULTURHUS AS";"3014";"INDRE ØSTFOLD";"3000";"Viken";"68.209";"";"";"57855,85";"2021-03-02T00:00";"november-desember2020";"november-desember2019";"100499,00";"1291663,00";"4002395,00";"0.85";"990713081";"HOLM OG NILSEN AS"
"2021008921";"989945963";"HÅNDVERKMESTEREN AS";"3024";"BÆRUM";"3000";"Viken";"41.200";"";"";"6934,72";"2021-03-02T00:00";"september-oktober2020";"september-oktober2019";"20170,00";"134842,00";"265000,00";"0.70";"910439898";"PROACC AS"
"2021008920";"893222472";"AMAR ISLAM";"0301";"OSLO";"0300";"Oslo";"49.320";"";"";"9718,92";"2021-03-02T00:00";"november-desember2020";"november-desember2019";"29072,00";"105081,00";"173201,00";"0.85";"925178969";"MEKAN REGNSKAP AS"
"2021008919";"982213460";"ASKIM KULTURHUS AS";"3014";"INDRE ØSTFOLD";"3000";"Viken";"68.209";"";"";"52839,08";"2021-03-02T00:00";"september-oktober2020";"september-oktober2019";"105338,00";"550462,00";"1942297,00";"0.70";"990713081";"HOLM OG NILSEN AS"
"2021008918";"947035673";"Turnaround A/S";"3038";"HOLE";"3000";"Viken";"70.220";"";"";"42005,57";"2021-03-02T00:00";"september-oktober2020";"september-oktober2019";"85510,00";"52500,00";"294244,00";"0.70";"987650281";"ECIT RÅD & REGNSKAP AS"
"2021008917";"919766751";"AQUATEKNIKK AS";"1119";"HÅ";"1100";"Rogaland";"46.692";"";"";"122356,62";"2021-03-02T00:00";"november-desember2020";"november-desember2019";"349626,00";"2337671,00";"3973757,00";"0.85";"915475493";"OVAL REGNSKAP AS"
"2021008916";"921958447";"TP MØBLER AS";"3025";"ASKER";"3000";"Viken";"47.591";"";"";"41200,32";"2021-03-02T00:00";"november-desember2020";"november-desember2019";"78183,00";"493075,00";"1297457,00";"0.85";"935374790";"HG-REGNSKAP AS"
"2021008915";"917893616";"DOVREGUBBENS FJELLSTOVE AS";"3431";"DOVRE";"3400";"Innlandet";"56.101";"55.202";"";"48456,05";"2021-03-02T00:00";"november-desember2020";"november-desember2019";"89669,00";"70428,00";"193351,00";"0.85";"936285066";"SPAREBANK 1 REGNSKAPSHUSET SMN AS"
"2021008914";"989783866";"STORM EVENT SYD AS";"3004";"FREDRIKSTAD";"3000";"Viken";"82.990";"";"";"12264,27";"2021-03-02T00:00";"september-oktober2020";"september-oktober2019";"32717,00";"301835,00";"649825,00";"0.70";"923740848";"Exakt Regnskapsbyrå AS"
"2021008913";"921958447";"TP MØBLER AS";"3025";"ASKER";"3000";"Viken";"47.591";"";"";"20083,05";"2021-03-02T00:00";"september-oktober2020";"september-oktober2019";"82225,00";"690541,00";"1060611,00";"0.70";"935374790";"HG-REGNSKAP AS"
"2021008911";"987659513";"STEPHEN THEVATHASAN";"0301";"OSLO";"0300";"Oslo";"49.320";"";"";"12485,00";"2021-03-02T00:00";"november-desember2020";"november-desember2019";"21483,00";"53562,00";"169347,00";"0.85";"989946277";"IGK REGNSKAP AS"
"2021008910";"919766751";"AQUATEKNIKK AS";"1119";"HÅ";"1100";"Rogaland";"46.692";"";"";"132280,11";"2021-03-02T00:00";"september-oktober2020";"september-oktober2019";"351658,00";"711755,00";"1538508,00";"0.70";"915475493";"OVAL REGNSKAP AS"
"2021008908";"917321019";"MAGIC K2 AS";"4601";"BERGEN";"4600";"Vestland";"56.101";"";"";"124188,32";"2021-03-02T00:00";"september-oktober2020";"september-oktober2019";"273721,00";"481250,00";"1367765,00";"0.70";"987655887";"REVISOR-PARTNER AS"
"2021008907";"813279762";"MAGIC BERGTATT AS";"4601";"BERGEN";"4600";"Vestland";"56.101";"";"";"166952,88";"2021-03-02T00:00";"november-desember2020";"november-desember2019";"263072,00";"150000,00";"1151112,00";"0.85";"987655887";"REVISOR-PARTNER AS"
"2021008906";"813279762";"MAGIC BERGTATT AS";"4601";"BERGEN";"4600";"Vestland";"56.101";"";"";"181436,59";"2021-03-02T00:00";"september-oktober2020";"september-oktober2019";"264514,00";"31652,00";"1574094,00";"0.70";"987655887";"REVISOR-PARTNER AS"
"2021008905";"887652872";"SIPRO AS";"3801";"HORTEN";"3800";"Vestfold og Telemark";"25.500";"";"";"140593,07";"2021-03-02T00:00";"november-desember2020";"november-desember2019";"295801,00";"1535046,00";"4534754,50";"0.85";"998867770";"SPAREBANK 1 REGNSKAPSHUSET BV AS"
"2021008904";"887652872";"SIPRO AS";"3801";"HORTEN";"3800";"Vestfold og Telemark";"25.500";"";"";"71957,59";"2021-03-02T00:00";"september-oktober2020";"september-oktober2019";"278931,00";"1368614,00";"2167372,00";"0.70";"998867770";"SPAREBANK 1 REGNSKAPSHUSET BV AS"
"2021008903";"997615239";"VULKANFISK AS";"0301";"OSLO";"0300";"Oslo";"56.101";"";"";"99681,93";"2021-03-02T00:00";"november-desember2020";"november-desember2019";"312422,00";"2176939,00";"3485148,00";"0.85";"913104617";"REGNSKAPENE AS"
"2021008902";"982983789";"TAXITRANSPORT AHMAD";"0301";"OSLO";"0300";"Oslo";"49.320";"";"";"9587,35";"2021-03-02T00:00";"november-desember2020";"november-desember2019";"20930,00";"190744,00";"413674,00";"0.85";"951235539";"TAXIREGNSKAP AS"
"2021008901";"917104611";"DAILY POT. AS";"4601";"BERGEN";"4600";"Vestland";"56.101";"";"";"25928,71";"2021-03-02T00:00";"november-desember2020";"november-desember2019";"83048,00";"275582,00";"435572,00";"0.85";"892263922";"JDK REGNSKAP AS"
"2021008900";"889826622";"KREATIVE KREFTER AS";"3020";"NORDRE FOLLO";"3000";"Viken";"86.909";"";"";"12261,21";"2021-03-02T00:00";"november-desember2020";"november-desember2019";"34856,00";"36327,00";"61975,00";"0.85";"911994356";"JOINYOU AS"
"2021008899";"990369194";"POLAR ARTIST AS";"5001";"TRONDHEIM";"5000";"Trøndelag Trööndelage";"74.903";"";"";"29398,47";"2021-03-02T00:00";"november-desember2020";"november-desember2019";"61548,00";"1563290,00";"3568686,00";"0.85";"986464492";"OPTIMAL REGNSKAP AS"
"2021008898";"982983789";"TAXITRANSPORT AHMAD";"0301";"OSLO";"0300";"Oslo";"49.320";"";"";"8542,24";"2021-03-02T00:00";"september-oktober2020";"september-oktober2019";"23574,00";"218971,00";"453972,00";"0.70";"951235539";"TAXIREGNSKAP AS"
"2021008897";"889826622";"KREATIVE KREFTER AS";"3020";"NORDRE FOLLO";"3000";"Viken";"86.909";"";"";"9684,52";"2021-03-02T00:00";"september-oktober2020";"september-oktober2019";"27556,00";"36327,00";"72956,00";"0.70";"911994356";"JOINYOU AS"
"2021008896";"982947863";"RØDNE TRAFIKK AS";"1103";"STAVANGER";"1100";"Rogaland";"50.102";"";"";"1043369,65";"2021-03-02T00:00";"november-desember2020";"november-desember2019";"4006500,00";"15714065,00";"22655005,00";"0.85";"937505884";"L RØDNE & SØNNER AS"
"2021008895";"921343973";"ONSITE SERVICES AS";"3803";"TØNSBERG";"3800";"Vestfold og Telemark";"43.990";"";"";"47752,12";"2021-03-02T00:00";"november-desember2020";"november-desember2019";"73316,00";"235069,00";"1005677,00";"0.85";"999507646";"EXENTIA SERVICES AS"
"2021008894";"998614937";"BALKAN ART DEPARTMENT AS";"0301";"OSLO";"0300";"Oslo";"74.102";"";"";"21836,50";"2021-03-02T00:00";"september-oktober2020";"september-oktober2019";"31195,00";"0,00";"320000,00";"0.70";"986464492";"OPTIMAL REGNSKAP AS"
"2021008893";"988187720";"LUFTHAVNA AS";"0301";"OSLO";"0300";"Oslo";"56.101";"";"";"29573,51";"2021-03-02T00:00";"november-desember2020";"januar-februar2020";"41446,00";"81628,00";"508467,00";"0.85";"954380262";"REVISJONSSELSKAPET J BRUSERUD & CO AS"
"2021008892";"990369194";"POLAR ARTIST AS";"5001";"TRONDHEIM";"5000";"Trøndelag Trööndelage";"74.903";"";"";"17859,09";"2021-03-02T00:00";"september-oktober2020";"september-oktober2019";"55323,00";"2125031,00";"3943745,00";"0.70";"986464492";"OPTIMAL REGNSKAP AS"
"2021008891";"990608458";"ULLAH ATTA";"0301";"OSLO";"0300";"Oslo";"49.320";"";"";"7183,86";"2021-03-04T00:00";"november-desember2020";"november-desember2019";"22975,00";"125558,00";"198624,00";"0.85";"951235539";"TAXIREGNSKAP AS"
"2021008890";"997741064";"ESPRESSO CHAFHI AHMED CHAFHI";"1103";"STAVANGER";"1100";"Rogaland";"47.241";"";"";"48251,67";"2021-03-02T00:00";"november-desember2020";"november-desember2019";"65500,00";"20000,00";"150000,00";"0.85";"920278574";"NORDIC REGNSKAP / TABATABAEI"
"2021008889";"974426102";"HASKO MILJØ SUNNMØRE AS";"1531";"SULA";"1500";"Møre og Romsdal";"49.410";"";"";"5115,25";"2021-03-02T00:00";"september-oktober2020";"september-oktober2019";"22173,00";"223148,00";"332842,00";"0.70";"986414363";"ÅKRE REKNESKAP AS"
"2021008888";"922173516";"IMR AS";"4204";"KRISTIANSAND";"4200";"Agder";"96.040";"";"";"44007,99";"2021-03-02T00:00";"september-oktober2020";"september-oktober2019";"89261,00";"162862,00";"550810,00";"0.70";"992093994";"TET REGNSKAP OG ØKONOMI AS"
"2021008887";"922173516";"IMR AS";"4204";"KRISTIANSAND";"4200";"Agder";"96.040";"";"";"59676,04";"2021-03-02T00:00";"november-desember2020";"november-desember2019";"89261,00";"122721,00";"574906,00";"0.85";"992093994";"TET REGNSKAP OG ØKONOMI AS"
"2021008886";"914372925";"OLE MOKSNES AS";"3021";"ÅS";"3000";"Viken";"73.110";"";"";"10848,16";"2021-03-02T00:00";"september-oktober2020";"september-oktober2019";"20019,00";"69440,00";"307438,00";"0.70";"919935669";"VESTBY REGNSKAPSKONTOR AS"
"2021008885";"982771226";"SAMHOLD SLIP AS";"1868";"ØKSNES";"1800";"Nordland";"33.150";"";"";"17058,99";"2021-03-02T00:00";"november-desember2020";"november-desember2019";"56799,00";"1239190,00";"1916295,00";"0.85";"975916766";"MYRE REGNSKAP AS"
"2021008884";"890742262";"KAFFEBRYGGERIET AS";"3030";"LILLESTRØM";"3000";"Viken";"46.694";"";"";"336510,44";"2021-03-02T00:00";"november-desember2020";"november-desember2019";"962780,00";"7474868,00";"12695077,00";"0.85";"976095057";"WEPE REGNSKAP AS"
"2021008883";"986579699";"YOUNITED REKLAMEBYRÅ AS";"0301";"OSLO";"0300";"Oslo";"73.110";"";"";"13205,77";"2021-03-02T00:00";"september-oktober2020";"september-oktober2019";"80335,00";"432654,00";"670428,00";"0.70";"992093994";"TET REGNSKAP OG ØKONOMI AS"
"2021008881";"878630572";"VI-TRE TOBAKK FRUKT OG SJOKOLADE v/Mohammad Tahir Khan";"0301";"OSLO";"0300";"Oslo";"47.112";"";"";"14338,85";"2021-03-02T00:00";"september-oktober2020";"september-oktober2019";"49311,00";"320940,00";"548996,00";"0.70";"943436169";"M MORTENSEN REGNSKAPSSERVICE AS"
"2021008880";"983923313";"TRADE TECH AS";"1103";"STAVANGER";"1100";"Rogaland";"09.109";"";"";"126967,32";"2021-03-02T00:00";"september-oktober2020";"september-oktober2019";"490669,00";"5339386,00";"8470677,00";"0.70";"912074323";"REGNSKAPET AS"
"2021008879";"983923313";"TRADE TECH AS";"1103";"STAVANGER";"1100";"Rogaland";"09.109";"";"";"147816,12";"2021-03-02T00:00";"november-desember2020";"november-desember2019";"524931,00";"3395269,00";"5077297,00";"0.85";"912074323";"REGNSKAPET AS"
"2021008878";"878630572";"VI-TRE TOBAKK FRUKT OG SJOKOLADE v/Mohammad Tahir Khan";"0301";"OSLO";"0300";"Oslo";"47.112";"";"";"23063,07";"2021-03-02T00:00";"november-desember2020";"november-desember2019";"49226,00";"206905,00";"461011,00";"0.85";"943436169";"M MORTENSEN REGNSKAPSSERVICE AS"
"2021008877";"913212878";"DIGIMAKER AS";"0301";"OSLO";"0300";"Oslo";"62.010";"";"";"16903,70";"2021-03-02T00:00";"september-oktober2020";"september-oktober2019";"62978,00";"443000,00";"718500,00";"0.70";"929327446";"ØKONOMIBISTAND REGNSKAP AS"
"2021008876";"913212878";"DIGIMAKER AS";"0301";"OSLO";"0300";"Oslo";"62.010";"";"";"23003,93";"2021-03-02T00:00";"november-desember2020";"november-desember2019";"62812,00";"461000,00";"810000,00";"0.85";"929327446";"ØKONOMIBISTAND REGNSKAP AS"
"2021008875";"920998097";"YGGDRASILTUNET GÅRDSHOTELL AS";"5401";"TROMSØ";"5400";"Troms og Finnmark Romsa ja Finnmárku";"55.101";"";"";"108259,16";"2021-03-02T00:00";"november-desember2020";"november-desember2019";"148380,00";"127721,00";"901741,00";"0.85";"945274476";"ACCOUNT-IT AS"
"2021008874";"993926760";"MOBILKNUSING MIDT-NORGE AS";"5035";"STJØRDAL";"5000";"Trøndelag Trööndelage";"08.120";"";"";"43559,98";"2021-03-02T00:00";"september-oktober2020";"september-oktober2019";"148343,00";"2045962,00";"3524427,00";"0.70";"986486666";"SELBU ØKONOMI & REGNSKAP AS"
"2021008873";"911371626";"LUX NORGE AS";"3005";"DRAMMEN";"3000";"Viken";"47.990";"";"";"73550,47";"2021-03-02T00:00";"september-oktober2020";"september-oktober2019";"338338,00";"3300004,00";"7101035,00";"0.70";"987260335";"VIEW LEDGER AS"
"2021008872";"990956960";"AUDIOLAND AS";"5403";"ALTA";"5400";"Troms og Finnmark Romsa ja Finnmárku";"47.630";"";"";"17228,67";"2021-03-02T00:00";"september-oktober2020";"september-oktober2019";"30935,00";"39711,00";"194296,00";"0.70";"979994303";"REGNSKAPSERVICE ALTA AS"
"2021008871";"998394562";"NORSKILT AS";"3002";"MOSS";"3000";"Viken";"71.129";"";"";"17930,71";"2021-03-02T00:00";"september-oktober2020";"september-oktober2019";"30964,00";"104200,00";"603221,00";"0.70";"935392667";"BDT VIKEN REGNSKAP AS"
"2021008870";"990271232";"ASAD MAHMOOD KHOKHAR";"0301";"OSLO";"0300";"Oslo";"49.320";"";"";"11665,49";"2021-03-02T00:00";"november-desember2020";"november-desember2019";"26975,00";"128110,00";"260795,00";"0.85";"913960750";"ABC ACCOUNTING AS"
"2021008869";"990956960";"AUDIOLAND AS";"5403";"ALTA";"5400";"Troms og Finnmark Romsa ja Finnmárku";"47.630";"";"";"22856,93";"2021-03-02T00:00";"november-desember2020";"november-desember2019";"30935,00";"35025,00";"267895,00";"0.85";"979994303";"REGNSKAPSERVICE ALTA AS"
"2021008868";"998394562";"NORSKILT AS";"3002";"MOSS";"3000";"Viken";"71.129";"";"";"16311,04";"2021-03-02T00:00";"november-desember2020";"november-desember2019";"34800,00";"97303,00";"216914,00";"0.85";"935392667";"BDT VIKEN REGNSKAP AS"
"2021008867";"896036602";"AKTIV 247 AS";"4601";"BERGEN";"4600";"Vestland";"93.130";"";"";"208430,33";"2021-03-02T00:00";"november-desember2020";"november-desember2019";"531530,00";"567207,00";"1052982,00";"0.85";"988782041";"COLLEGIUM REVISJON AS"
"2021008866";"943542252";"STRØMSØEGÅRDEN AS";"5037";"LEVANGER";"5000";"Trøndelag Trööndelage";"56.101";"";"";"18267,32";"2021-03-02T00:00";"september-oktober2020";"september-oktober2019";"119275,00";"342528,00";"687314,00";"0.70";"983338917";"AZETS INSIGHT AS"
"2021008865";"943542252";"STRØMSØEGÅRDEN AS";"5037";"LEVANGER";"5000";"Trøndelag Trööndelage";"56.101";"";"";"13913,11";"2021-03-02T00:00";"november-desember2020";"november-desember2019";"104908,00";"277760,00";"752813,00";"0.85";"983338917";"AZETS INSIGHT AS"
"2021008864";"999287158";"BOWLIT AS";"4614";"STORD";"4600";"Vestland";"93.110";"";"";"42462,00";"2021-03-02T00:00";"november-desember2020";"november-desember2019";"84908,28";"168261,00";"408742,00";"0.85";"888976272";"BJØRGVIN REVISJON AS"
"2021008863";"981290720";"ØYVIND FJÆRN";"3005";"DRAMMEN";"3000";"Viken";"49.320";"";"";"14883,54";"2021-03-02T00:00";"november-desember2020";"november-desember2019";"36181,00";"103849,00";"201241,00";"0.85";"870992122";"NORGES TAXI REGNSKAP AS"
"2021008862";"987337168";"SCANCAT AS";"3025";"ASKER";"3000";"Viken";"46.493";"";"";"18059,91";"2021-03-02T00:00";"september-oktober2020";"september-oktober2019";"25954,00";"53810,00";"9061152,00";"0.70";"910439898";"PROACC AS"
"2021008861";"981290720";"ØYVIND FJÆRN";"3005";"DRAMMEN";"3000";"Viken";"49.320";"";"";"9374,18";"2021-03-02T00:00";"september-oktober2020";"september-oktober2019";"36207,00";"111677,00";"177227,00";"0.70";"870992122";"NORGES TAXI REGNSKAP AS"
"2021008860";"991874488";"TARIQ MEHMOOD";"0301";"OSLO";"0300";"Oslo";"49.320";"";"";"7890,31";"2021-03-02T00:00";"november-desember2020";"november-desember2019";"22841,00";"94835,00";"159764,00";"0.85";"951235539";"TAXIREGNSKAP AS"
"2021008859";"950628340";"LYSEFJORD-HELLEREN AS";"1108";"SANDNES";"1100";"Rogaland";"56.101";"";"";"28130,42";"2021-03-02T00:00";"september-oktober2020";"september-oktober2019";"44708,00";"46696,00";"461705,00";"0.70";"937505884";"L RØDNE & SØNNER AS"
"2021008858";"996785297";"KHAN TAXI DRIFT";"0301";"OSLO";"0300";"Oslo";"49.320";"";"";"8860,17";"2021-03-02T00:00";"september-oktober2020";"september-oktober2019";"23687,00";"83933,00";"180253,00";"0.70";"913960750";"ABC ACCOUNTING AS"
"2021008857";"990590745";"ROGALAND TEKNIKK AS";"1103";"STAVANGER";"1100";"Rogaland";"71.129";"";"";"153440,03";"2021-03-02T00:00";"november-desember2020";"november-desember2019";"263973,00";"1457983,00";"4611667,00";"0.85";"935174627";"KPMG AS"
"2021008856";"989373072";"MAURTVEDT TRANSPORT";"3021";"ÅS";"3000";"Viken";"49.320";"";"";"20413,82";"2021-03-02T00:00";"november-desember2020";"november-desember2019";"45066,00";"122147,00";"261508,00";"0.85";"989946277";"IGK REGNSKAP AS"
